localidade;municipio;aparelho_pesca;pescado;kg_periodo;n_descargas;n_ups;valor
Litoral Sul;Cananéia;indeterminado;Pescada-foguete;69,80;12,00;1,00;R$ 605,20
Litoral Sul;Cananéia;indeterminado;Polvo;51,40;8,00;1,00;R$ 1.252,50
Litoral Sul;Cananéia;indeterminado;Porco;10,00;1,00;1,00;R$ 40,00
Litoral Sul;Cananéia;indeterminado;Robalo-peva;5,20;2,00;1,00;R$ 87,10
Litoral Sul;Cananéia;indeterminado;Roncador;2,40;1,00;1,00;R$ 4,80
Litoral Sul;Cananéia;indeterminado;Tainha;47,40;2,00;2,00;R$ 360,80
Litoral Sul;Cananéia;linha-de-mão;Bagre-amarelo;3,00;1,00;1,00;R$ 12,00
Litoral Sul;Cananéia;linha-de-mão;Bagre-branco;231,20;22,00;7,00;R$ 1.128,15
Litoral Sul;Cananéia;linha-de-mão;Baiacu;32,00;5,00;1,00;R$ 224,00
Litoral Sul;Cananéia;linha-de-mão;Corvina;472,10;16,00;5,00;R$ 2.816,60
Litoral Sul;Cananéia;linha-de-mão;Garoupa;50,30;4,00;2,00;R$ 1.192,90
Litoral Sul;Cananéia;linha-de-mão;Pararê;36,00;5,00;2,00;R$ 144,00
Litoral Sul;Cananéia;linha-de-mão;Prejereba;6,30;2,00;2,00;R$ 94,50
Litoral Sul;Cananéia;linha-de-mão;Robalo-peva;3,40;1,00;1,00;R$ 51,60
Litoral Sul;Cananéia;tarrafa;Carapeba;64,00;7,00;2,00;R$ 266,00
Litoral Sul;Cananéia;tarrafa;Manjubas agrupadas;40,00;2,00;1,00;R$ 170,00
Litoral Sul;Cananéia;tarrafa;Robalo-peva;20,00;2,00;1,00;R$ 290,00
Litoral Sul;Cananéia;tarrafa;Sardinha-verdadeira;25,00;1,00;1,00;R$ 100,00
Litoral Sul;Cananéia;tarrafa;Tainha;9,00;1,00;1,00;R$ 72,00
Litoral Sul;Cananéia;vara-de-pesca;Bagre-branco;248,30;23,00;5,00;R$ 1.145,35
Litoral Sul;Cananéia;vara-de-pesca;Carapau;13,00;2,00;2,00;R$ 94,00
Litoral Sul;Cananéia;vara-de-pesca;Corvina;859,90;33,00;5,00;R$ 5.085,40
Litoral Sul;Cananéia;vara-de-pesca;Espada;90,00;2,00;1,00;R$ 160,00
Litoral Sul;Cananéia;vara-de-pesca;Linguado;6,00;1,00;1,00;R$ 108,00
Litoral Sul;Cananéia;vara-de-pesca;Miraguaia;10,00;1,00;1,00;R$ 120,00
Litoral Sul;Cananéia;vara-de-pesca;Pescada-amarela;20,00;2,00;2,00;R$ 410,00
Litoral Sul;Cananéia;vara-de-pesca;Pescada-branca;81,00;9,00;2,00;R$ 693,00
Litoral Sul;Cananéia;vara-de-pesca;Pescada-dentão;20,00;1,00;1,00;R$ 360,00
Litoral Sul;Cananéia;vara-de-pesca;Robalo-flecha;4,00;1,00;1,00;R$ 120,00
Litoral Sul;Cananéia;vara-de-pesca;Robalo-peva;27,00;4,00;2,00;R$ 516,00
Litoral Sul;Cananéia;vara-de-pesca;Tortinha;111,00;10,00;1,00;R$ 1.110,00
Litoral Norte;Caraguatatuba;arrasto-duplo;Baiacu;10,30;2,00;1,00;R$ 123,60
Litoral Norte;Caraguatatuba;arrasto-duplo;Cação-rola-rola;2,00;1,00;1,00;R$ 40,00
Litoral Norte;Caraguatatuba;arrasto-duplo;Camarão-legítimo;1029,42;178,00;13,00;R$ 46.615,60
Litoral Norte;Caraguatatuba;arrasto-duplo;Camarão-sete-barbas;26408,00;221,00;13,00;R$ 266.275,00
Litoral Norte;Caraguatatuba;arrasto-duplo;Cangoá;60,00;1,00;1,00;R$ 300,00
Litoral Norte;Caraguatatuba;arrasto-duplo;Espada;36,30;5,00;1,00;R$ 382,00
Litoral Norte;Caraguatatuba;arrasto-duplo;Goete;8,20;1,00;1,00;R$ 98,40
Litoral Norte;Caraguatatuba;arrasto-duplo;Lula;98,25;25,00;7,00;R$ 1.169,40
Litoral Norte;Caraguatatuba;arrasto-duplo;Mistura;1496,05;87,00;12,00;R$ 6.042,45
Litoral Norte;Caraguatatuba;arrasto-duplo;Pescada-amarela;274,74;36,00;8,00;R$ 2.959,88
Litoral Norte;Caraguatatuba;arrasto-duplo;Pescada-banana;4,00;2,00;2,00;R$ 44,00
Litoral Norte;Caraguatatuba;arrasto-duplo;Pescada-branca;30,00;3,00;3,00;R$ 363,00
Litoral Norte;Caraguatatuba;arrasto-duplo;Pescada-cambucu;10,00;1,00;1,00;R$ 150,00
Litoral Norte;Caraguatatuba;arrasto-duplo;Pescada-foguete;75,00;1,00;1,00;R$ 1.875,00
Litoral Norte;Caraguatatuba;arrasto-duplo;Pescadas agrupadas;64,80;8,00;4,00;R$ 746,00
Litoral Norte;Caraguatatuba;arrasto-duplo;Polvo;1,00;1,00;1,00;R$ 35,00
Litoral Norte;Caraguatatuba;arrasto-duplo;Prejereba;2,94;1,00;1,00;R$ 58,80
Litoral Norte;Caraguatatuba;arrasto-duplo;Robalo-flecha;2,50;1,00;1,00;R$ 112,50
Litoral Norte;Caraguatatuba;arrasto-duplo;Siri-azul;189,68;42,00;6,00;R$ 906,22
Litoral Norte;Caraguatatuba;arrasto-duplo;Siri-candeia;5,00;1,00;1,00;R$ 25,00
Litoral Norte;Caraguatatuba;arrasto-duplo;Siris agrupados;3,50;1,00;1,00;R$ 17,50
Litoral Norte;Caraguatatuba;arrasto-simples;Camarão-legítimo;431,88;51,00;2,00;R$ 19.380,60
Litoral Norte;Caraguatatuba;arrasto-simples;Camarão-sete-barbas;2988,10;53,00;2,00;R$ 32.826,00
Litoral Norte;Caraguatatuba;arrasto-simples;Lula;14,85;12,00;1,00;R$ 157,00
Litoral Norte;Caraguatatuba;arrasto-simples;Mistura;356,70;33,00;1,00;R$ 1.109,00
Litoral Norte;Caraguatatuba;arrasto-simples;Pescada-amarela;31,46;10,00;1,00;R$ 394,32
Litoral Norte;Caraguatatuba;arrasto-simples;Siri-azul;38,50;9,00;1,00;R$ 164,30
Litoral Norte;Caraguatatuba;emalhe-de-fundo;Bagre-amarelo;10,00;1,00;1,00;R$ 50,00
Litoral Norte;Caraguatatuba;emalhe-de-fundo;Baiacu;0,70;1,00;1,00;R$ 8,40
Litoral Norte;Caraguatatuba;emalhe-de-fundo;Betara;458,00;21,00;1,00;R$ 6.210,00
Litoral Norte;Caraguatatuba;emalhe-de-fundo;Cação-rola-rola;63,00;13,00;4,00;R$ 1.820,00
Litoral Norte;Caraguatatuba;emalhe-de-fundo;Camarão-legítimo;7,90;6,00;2,00;R$ 356,00
Litoral Norte;Caraguatatuba;emalhe-de-fundo;Corvina;1049,60;63,00;8,00;R$ 15.401,50
Litoral Norte;Caraguatatuba;emalhe-de-fundo;Espada;10,00;1,00;1,00;R$ 100,00
Litoral Norte;Caraguatatuba;emalhe-de-fundo;Guaivira;12,00;3,00;1,00;R$ 180,00
Litoral Norte;Caraguatatuba;emalhe-de-fundo;Machote;35,00;2,00;1,00;R$ 1.050,00
Litoral Norte;Caraguatatuba;emalhe-de-fundo;Pampo;10,90;3,00;2,00;R$ 163,50
Litoral Norte;Caraguatatuba;emalhe-de-fundo;Pescada-amarela;31,50;2,00;1,00;R$ 409,50
Litoral Norte;Caraguatatuba;emalhe-de-fundo;Pescada-branca;972,30;50,00;1,00;R$ 15.269,70
Litoral Norte;Caraguatatuba;emalhe-de-fundo;Pescada-cambucu;164,20;21,00;5,00;R$ 4.589,80
Litoral Norte;Caraguatatuba;emalhe-de-fundo;Pescada-foguete;359,00;8,00;3,00;R$ 10.270,00
Litoral Norte;Caraguatatuba;emalhe-de-fundo;Pescadas agrupadas;153,70;4,00;1,00;R$ 1.201,50
Litoral Norte;Caraguatatuba;emalhe-de-fundo;Pirajica;68,00;4,00;3,00;R$ 1.020,00
Litoral Norte;Caraguatatuba;emalhe-de-fundo;Prejereba;1,80;1,00;1,00;R$ 36,00
Litoral Norte;Caraguatatuba;emalhe-de-fundo;Robalo-flecha;1954,40;75,00;8,00;R$ 83.244,50
Litoral Norte;Caraguatatuba;emalhe-de-fundo;Salema;9,00;2,00;1,00;R$ 45,00
Litoral Norte;Caraguatatuba;emalhe-de-fundo;Sargo;17,00;3,00;2,00;R$ 275,00
Litoral Norte;Caraguatatuba;emalhe-de-fundo;Sari-sari;17,00;2,00;1,00;R$ 455,00
Litoral Norte;Caraguatatuba;emalhe-de-fundo;Sororoca;33,50;9,00;6,00;R$ 910,30
Litoral Norte;Caraguatatuba;emalhe-de-fundo;Vermelho-henrique;13,80;6,00;1,00;R$ 327,00
Litoral Norte;Caraguatatuba;emalhe-de-superfície;Bagre-amarelo;35,00;12,00;1,00;R$ 175,00
Litoral Norte;Caraguatatuba;emalhe-de-superfície;Bagre-branco;24,00;5,00;1,00;R$ 360,00
Litoral Norte;Caraguatatuba;emalhe-de-superfície;Cação-rola-rola;33,00;7,00;1,00;R$ 1.030,00
Litoral Norte;Caraguatatuba;emalhe-de-superfície;Carapeba;50,00;12,00;1,00;R$ 488,00
Litoral Norte;Caraguatatuba;emalhe-de-superfície;Corvina;293,00;36,00;3,00;R$ 5.159,00
Litoral Norte;Caraguatatuba;emalhe-de-superfície;Espada;33,00;10,00;2,00;R$ 495,00
Litoral Norte;Caraguatatuba;emalhe-de-superfície;Guaivira;36,00;9,00;2,00;R$ 540,00
Litoral Norte;Caraguatatuba;emalhe-de-superfície;Machote;19,00;5,00;1,00;R$ 615,00
Litoral Norte;Caraguatatuba;emalhe-de-superfície;Pampo;58,00;16,00;2,00;R$ 780,00
Litoral Norte;Caraguatatuba;emalhe-de-superfície;Paru;26,00;6,00;1,00;R$ 445,00
Litoral Norte;Caraguatatuba;emalhe-de-superfície;Pescada-cambucu;4,00;1,00;1,00;R$ 140,00
Litoral Norte;Caraguatatuba;emalhe-de-superfície;Pescada-foguete;19,00;7,00;1,00;R$ 525,00
Litoral Norte;Caraguatatuba;emalhe-de-superfície;Pirajica;14,00;4,00;1,00;R$ 155,00
Litoral Norte;Caraguatatuba;emalhe-de-superfície;Robalo-flecha;5,00;2,00;1,00;R$ 250,00
Litoral Norte;Caraguatatuba;emalhe-de-superfície;Salema;31,00;9,00;1,00;R$ 175,00
Litoral Norte;Caraguatatuba;emalhe-de-superfície;Sargo;63,00;18,00;2,00;R$ 1.135,00
Litoral Norte;Caraguatatuba;emalhe-de-superfície;Sororoca;122,00;11,00;3,00;R$ 2.580,00
Litoral Norte;Caraguatatuba;emalhe-de-superfície;Tainha;57,00;10,00;1,00;R$ 1.000,00
Litoral Norte;Caraguatatuba;emalhe-de-superfície;Vermelho-henrique;20,00;5,00;1,00;R$ 865,00
Litoral Norte;Caraguatatuba;emalhe-de-superfície;Xaréu;7,00;2,00;1,00;R$ 175,00
Litoral Norte;Caraguatatuba;emalhes-diversos;Corvina;79,00;7,00;2,00;R$ 1.240,00
Litoral Norte;Caraguatatuba;emalhes-diversos;Espada;30,00;2,00;1,00;R$ 450,00
Litoral Norte;Caraguatatuba;emalhes-diversos;Parati;59,00;5,00;1,00;R$ 885,00
Litoral Norte;Caraguatatuba;emalhes-diversos;Pescada-foguete;2,00;2,00;1,00;R$ 60,00
Litoral Norte;Caraguatatuba;emalhes-diversos;Sari-sari;10,00;1,00;1,00;R$ 280,00
Litoral Norte;Caraguatatuba;emalhes-diversos;Sororoca;4,00;2,00;1,00;R$ 100,00
Litoral Norte;Caraguatatuba;emalhes-diversos;Tainha;77,00;5,00;1,00;R$ 1.275,00
Litoral Norte;Caraguatatuba;espinhel-de-superfície-costeiro;Baiacu;31,40;5,00;1,00;R$ 415,80
Litoral Norte;Caraguatatuba;espinhel-de-superfície-costeiro;Cação-rola-rola;39,80;3,00;1,00;R$ 796,00
Litoral Norte;Caraguatatuba;espinhel-de-superfície-costeiro;Espada;8,90;3,00;1,00;R$ 89,00
Litoral Norte;Caraguatatuba;espinhel-de-superfície-costeiro;Prejereba;260,70;7,00;1,00;R$ 5.214,00
Litoral Centro;Cubatão;emalhes-diversos;Bagre-branco;83,50;20,00;4,00;R$ 443,00
Litoral Centro;Cubatão;emalhes-diversos;Carapeba;28,00;6,00;2,00;R$ 206,00
Litoral Centro;Cubatão;emalhes-diversos;Caratinga;72,50;16,00;4,00;R$ 485,00
Litoral Centro;Cubatão;emalhes-diversos;Corvina;20,00;6,00;4,00;R$ 162,00
Litoral Centro;Cubatão;emalhes-diversos;Mistura;59,00;10,00;5,00;R$ 447,00
Litoral Centro;Cubatão;emalhes-diversos;Parati;983,00;44,00;7,00;R$ 10.018,00
Litoral Centro;Cubatão;emalhes-diversos;Robalo-flecha;5,00;2,00;1,00;R$ 76,00
Litoral Centro;Cubatão;emalhes-diversos;Robalo-peva;19,00;5,00;2,00;R$ 286,00
Litoral Centro;Cubatão;emalhes-diversos;Sardinha-cascuda;5,00;2,00;1,00;R$ 14,00
Litoral Centro;Cubatão;emalhes-diversos;Xaréu;7,50;1,00;1,00;R$ 30,00
Litoral Centro;Cubatão;extrativismo;Caranguejo-uçá;3365,07;161,00;24,00;R$ 35.437,50
Litoral Centro;Cubatão;extrativismo;Ostra;16,60;2,00;2,00;R$ 400,00
Litoral Centro;Cubatão;gerival;Camarão-legítimo;26,94;11,00;1,00;R$ 4.262,50
Litoral Centro;Cubatão;puçá;Siri-patola;15,08;2,00;1,00;R$ 290,00
Litoral Centro;Cubatão;puçá;Siris agrupados;1022,00;77,00;7,00;R$ 13.028,00
Litoral Centro;Cubatão;;;0,00;1,00;1,00;R$ 0,00
Litoral Sul;Iguape;armadilha para caranguejo;Caranguejo-uçá;2646,42;60,00;3,00;R$ 19.140,00
Litoral Sul;Iguape;arrasto-de-mão;Corvina;19,90;1,00;1,00;R$ 99,50
Litoral Sul;Iguape;arrasto-de-mão;Espada;2,40;1,00;1,00;R$ 7,20
Litoral Sul;Iguape;arrasto-de-mão;Manjuba-de-iguape;166710,80;573,00;69,00;R$ 700.054,90
Litoral Sul;Iguape;arrasto-de-mão;Manjubas agrupadas;619,00;21,00;10,00;R$ 929,00
Litoral Sul;Iguape;arrasto-de-mão;Peixe-prego;13,00;1,00;1,00;R$ 13,00
Litoral Sul;Iguape;arrasto-de-mão;Pescada-dentão;15,10;2,00;1,00;R$ 181,20
Litoral Sul;Iguape;arrasto-de-mão;Pescada-foguete;30,50;2,00;1,00;R$ 305,00
Litoral Sul;Iguape;arrasto-de-mão;Robalo-flecha;17,30;4,00;2,00;R$ 479,10
Litoral Sul;Iguape;arrasto-de-mão;Robalo-peva;53,00;5,00;3,00;R$ 732,40
Litoral Sul;Iguape;arrasto-de-mão;Sardinha-bandeira;5415,00;111,00;27,00;R$ 3.760,50
Litoral Sul;Iguape;arrasto-de-mão;Sororoca;1,20;1,00;1,00;R$ 12,00
Litoral Sul;Iguape;arrasto-de-mão;Tainha;592,00;2,00;1,00;R$ 4.736,00
Litoral Sul;Iguape;arrasto-de-mão;Tortinha;25,00;1,00;1,00;R$ 250,00
Litoral Sul;Iguape;cerco-fixo;Carapeba;7,10;4,00;1,00;R$ 49,70
Litoral Sul;Iguape;cerco-fixo;Cascudo;7,00;2,00;1,00;R$ 35,00
Litoral Sul;Iguape;cerco-fixo;Robalo-flecha;3,20;1,00;1,00;R$ 86,40
Litoral Sul;Iguape;cerco-fixo;Robalo-peva;5,90;1,00;1,00;R$ 84,80
Litoral Sul;Iguape;cerco-fixo;Tainha;948,00;23,00;1,00;R$ 5.466,50
Litoral Sul;Iguape;cerco-fixo;Tilápia;8,10;3,00;1,00;R$ 40,50
Litoral Sul;Iguape;cerco-fixo;Traíra;22,10;8,00;1,00;R$ 159,40
Litoral Sul;Iguape;covo-pitú;Pitú-de-iguape;258,95;76,00;7,00;R$ 13.320,00
Litoral Sul;Iguape;covos-diversos;Siri-azul;217,00;5,00;3,00;R$ 2.035,00
Litoral Sul;Iguape;emalhe-de-deriva-superfície;Manjuba-de-iguape;398128,39;3201,00;215,00;R$ 1.345.927,98
Litoral Sul;Iguape;emalhe-de-deriva-superfície;Manjubas;400,00;1,00;1,00;R$ 1.200,00
Litoral Sul;Iguape;emalhe-de-deriva-superfície;Manjubas agrupadas;131,50;6,00;4,00;R$ 154,50
Litoral Sul;Iguape;emalhe-de-deriva-superfície;Sardinha-bandeira;2942,10;248,00;57,00;R$ 2.970,70
Litoral Sul;Iguape;emalhe-de-fundo;Abrótea;25,00;2,00;2,00;R$ 160,00
Litoral Sul;Iguape;emalhe-de-fundo;Acará;3,40;3,00;3,00;R$ 16,00
Litoral Sul;Iguape;emalhe-de-fundo;Bagre-africano;136,10;17,00;8,00;R$ 516,50
Litoral Sul;Iguape;emalhe-de-fundo;Bagre-amarelo;7,00;1,00;1,00;R$ 24,50
Litoral Sul;Iguape;emalhe-de-fundo;Bagre-branco;39696,70;243,00;42,00;R$ 164.676,05
Litoral Sul;Iguape;emalhe-de-fundo;Betara;4,60;2,00;2,00;R$ 9,00
Litoral Sul;Iguape;emalhe-de-fundo;Bicuda;3,00;1,00;1,00;R$ 24,00
Litoral Sul;Iguape;emalhe-de-fundo;Cações agrupados;55,80;6,00;5,00;R$ 516,00
Litoral Sul;Iguape;emalhe-de-fundo;Carapeba;930,10;90,00;21,00;R$ 8.133,10
Litoral Sul;Iguape;emalhe-de-fundo;Cascudo;567,90;157,00;18,00;R$ 2.927,80
Litoral Sul;Iguape;emalhe-de-fundo;Corvina;2362,40;128,00;29,00;R$ 10.693,10
Litoral Sul;Iguape;emalhe-de-fundo;Dourado;3,60;1,00;1,00;R$ 28,80
Litoral Sul;Iguape;emalhe-de-fundo;Espada;307,60;14,00;9,00;R$ 625,30
Litoral Sul;Iguape;emalhe-de-fundo;Guaivira;133,00;6,00;4,00;R$ 261,00
Litoral Sul;Iguape;emalhe-de-fundo;Linguado;3,90;1,00;1,00;R$ 78,00
Litoral Sul;Iguape;emalhe-de-fundo;Mandi;157,60;22,00;15,00;R$ 895,60
Litoral Sul;Iguape;emalhe-de-fundo;Miraguaia;98,80;4,00;1,00;R$ 494,00
Litoral Sul;Iguape;emalhe-de-fundo;Mistura;4754,60;162,00;27,00;R$ 5.819,79
Litoral Sul;Iguape;emalhe-de-fundo;Nundiá;7,10;4,00;3,00;R$ 38,60
Litoral Sul;Iguape;emalhe-de-fundo;Oveva;1240,00;11,00;7,00;R$ 2.652,40
Litoral Sul;Iguape;emalhe-de-fundo;Parati;9,90;4,00;4,00;R$ 35,95
Litoral Sul;Iguape;emalhe-de-fundo;Pescada-amarela;579,60;41,00;11,00;R$ 10.824,40
Litoral Sul;Iguape;emalhe-de-fundo;Pescada-branca;32,00;4,00;1,00;R$ 232,00
Litoral Sul;Iguape;emalhe-de-fundo;Pescada-cambucu;108,00;15,00;7,00;R$ 1.350,00
Litoral Sul;Iguape;emalhe-de-fundo;Pescada-dentão;83,00;5,00;3,00;R$ 957,00
Litoral Sul;Iguape;emalhe-de-fundo;Pescada-foguete;17810,30;166,00;17,00;R$ 201.934,60
Litoral Sul;Iguape;emalhe-de-fundo;Prejereba;257,40;18,00;7,00;R$ 3.193,00
Litoral Sul;Iguape;emalhe-de-fundo;Robalo-flecha;2067,90;88,00;27,00;R$ 56.361,30
Litoral Sul;Iguape;emalhe-de-fundo;Robalo-peva;3227,55;322,00;65,00;R$ 54.554,15
Litoral Sul;Iguape;emalhe-de-fundo;Sari-sari;850,00;33,00;11,00;R$ 2.460,40
Litoral Sul;Iguape;emalhe-de-fundo;Sororoca;13,00;1,00;1,00;R$ 97,50
Litoral Sul;Iguape;emalhe-de-fundo;Tainha;290,10;25,00;8,00;R$ 2.202,80
Litoral Sul;Iguape;emalhe-de-fundo;Tilápia;11,50;4,00;4,00;R$ 57,50
Litoral Sul;Iguape;emalhe-de-fundo;Tortinha;415,90;7,00;7,00;R$ 4.151,00
Litoral Sul;Iguape;emalhe-de-fundo;Traíra;478,40;108,00;21,00;R$ 3.098,05
Litoral Sul;Iguape;emalhe-de-superfície;Bagre-branco;847,00;6,00;4,00;R$ 4.149,00
Litoral Sul;Iguape;emalhe-de-superfície;Bonitos agrupados;406,00;2,00;1,00;R$ 1.827,00
Litoral Sul;Iguape;emalhe-de-superfície;Cações agrupados;759,50;33,00;7,00;R$ 6.921,50
Litoral Sul;Iguape;emalhe-de-superfície;Carapeba;39,00;2,00;2,00;R$ 226,50
Litoral Sul;Iguape;emalhe-de-superfície;Corvina;486,30;28,00;9,00;R$ 1.391,40
Litoral Sul;Iguape;emalhe-de-superfície;Dourado;70,00;4,00;3,00;R$ 328,00
Litoral Sul;Iguape;emalhe-de-superfície;Espada;961,00;28,00;6,00;R$ 1.429,00
Litoral Sul;Iguape;emalhe-de-superfície;Guaivira;1223,00;26,00;8,00;R$ 2.920,60
Litoral Sul;Iguape;emalhe-de-superfície;Mistura;729,00;36,00;8,00;R$ 768,20
Litoral Sul;Iguape;emalhe-de-superfície;Oveva;694,00;11,00;4,00;R$ 1.524,20
Litoral Sul;Iguape;emalhe-de-superfície;Parati;328,50;14,00;6,00;R$ 1.398,00
Litoral Sul;Iguape;emalhe-de-superfície;Paru;77,00;2,00;2,00;R$ 338,00
Litoral Sul;Iguape;emalhe-de-superfície;Pescada-amarela;8,00;1,00;1,00;R$ 96,00
Litoral Sul;Iguape;emalhe-de-superfície;Pescada-cambucu;372,50;13,00;3,00;R$ 4.470,00
Litoral Sul;Iguape;emalhe-de-superfície;Pescada-dentão;203,50;9,00;3,00;R$ 2.035,00
Litoral Sul;Iguape;emalhe-de-superfície;Pescada-foguete;213,00;11,00;4,00;R$ 2.274,00
Litoral Sul;Iguape;emalhe-de-superfície;Prejereba;98,00;11,00;4,00;R$ 1.179,50
Litoral Sul;Iguape;emalhe-de-superfície;Robalo-flecha;88,80;8,00;5,00;R$ 2.459,30
Litoral Sul;Iguape;emalhe-de-superfície;Robalo-peva;1573,20;34,00;8,00;R$ 28.100,70
Litoral Sul;Iguape;emalhe-de-superfície;Sari-sari;2129,00;53,00;8,00;R$ 4.708,40
Litoral Sul;Iguape;emalhe-de-superfície;Sororoca;4025,10;45,00;8,00;R$ 33.374,35
Litoral Sul;Iguape;emalhe-de-superfície;Tainha;3456,30;117,00;30,00;R$ 23.829,35
Litoral Sul;Iguape;emalhes-diversos;Bagre-branco;45208,80;261,00;29,00;R$ 219.239,65
Litoral Sul;Iguape;emalhes-diversos;Cações agrupados;51,50;7,00;3,00;R$ 430,50
Litoral Sul;Iguape;emalhes-diversos;Carapeba;417,30;39,00;11,00;R$ 2.295,15
Litoral Sul;Iguape;emalhes-diversos;Corvina;998,60;53,00;20,00;R$ 3.644,64
Litoral Sul;Iguape;emalhes-diversos;Espada;73,70;5,00;3,00;R$ 110,55
Litoral Sul;Iguape;emalhes-diversos;Guaivira;507,00;14,00;9,00;R$ 1.008,70
Litoral Sul;Iguape;emalhes-diversos;Mistura;660,40;40,00;16,00;R$ 870,40
Litoral Sul;Iguape;emalhes-diversos;Oveva;142,00;1,00;1,00;R$ 397,60
Litoral Sul;Iguape;emalhes-diversos;Pescada-amarela;318,90;41,00;13,00;R$ 4.475,40
Litoral Sul;Iguape;emalhes-diversos;Pescada-banana;122,00;1,00;1,00;R$ 2.196,00
Litoral Sul;Iguape;emalhes-diversos;Pescada-cambucu;34,40;5,00;5,00;R$ 442,80
Litoral Sul;Iguape;emalhes-diversos;Pescada-dentão;189,60;24,00;7,00;R$ 1.896,00
Litoral Sul;Iguape;emalhes-diversos;Pescada-foguete;373,50;18,00;8,00;R$ 5.658,00
Litoral Sul;Iguape;emalhes-diversos;Porco;10,00;1,00;1,00;R$ 50,00
Litoral Sul;Iguape;emalhes-diversos;Prejereba;497,40;40,00;8,00;R$ 6.653,00
Litoral Sul;Iguape;emalhes-diversos;Robalo-flecha;176,70;17,00;10,00;R$ 4.947,60
Litoral Sul;Iguape;emalhes-diversos;Robalo-peva;4376,88;69,00;19,00;R$ 78.785,04
Litoral Sul;Iguape;emalhes-diversos;Sari-sari;473,20;22,00;8,00;R$ 1.070,16
Litoral Sul;Iguape;emalhes-diversos;Sororoca;71,50;4,00;4,00;R$ 610,75
Litoral Sul;Iguape;emalhes-diversos;Tainha;12364,10;169,00;25,00;R$ 98.233,50
Litoral Sul;Iguape;puçá;Siri-azul;8086,00;408,00;14,00;R$ 80.481,00
Litoral Norte;Ilhabela;arrasto-duplo;Betara;328,60;12,00;5,00;R$ 1.688,40
Litoral Norte;Ilhabela;arrasto-duplo;Cabrinha;194,00;5,00;3,00;R$ 1.267,00
Litoral Norte;Ilhabela;arrasto-duplo;Cações agrupados;6,50;1,00;1,00;R$ 100,00
Litoral Norte;Ilhabela;arrasto-duplo;Camarão-legítimo;792,30;116,00;18,00;R$ 40.095,00
Litoral Norte;Ilhabela;arrasto-duplo;Camarão-rosa;3340,00;10,00;1,00;R$ 229.870,00
Litoral Norte;Ilhabela;arrasto-duplo;Camarão-sete-barbas;45830,90;363,00;22,00;R$ 588.754,00
Litoral Norte;Ilhabela;arrasto-duplo;Caratinga;18,00;1,00;1,00;R$ 90,00
Litoral Norte;Ilhabela;arrasto-duplo;Corvina;497,40;26,00;9,00;R$ 2.724,00
Litoral Norte;Ilhabela;arrasto-duplo;Linguado;63,00;4,00;3,00;R$ 1.260,00
Litoral Norte;Ilhabela;arrasto-duplo;Lula;209,70;37,00;6,00;R$ 3.671,50
Litoral Norte;Ilhabela;arrasto-duplo;Maria-luíza;184,00;15,00;8,00;R$ 920,00
Litoral Norte;Ilhabela;arrasto-duplo;Maria-mole;87,00;1,00;1,00;R$ 435,00
Litoral Norte;Ilhabela;arrasto-duplo;Mistura;1948,90;122,00;20,00;R$ 10.699,00
Litoral Norte;Ilhabela;arrasto-duplo;Oveva;15,00;1,00;1,00;R$ 60,00
Litoral Norte;Ilhabela;arrasto-duplo;Pescada-banana;12,00;1,00;1,00;R$ 144,00
Litoral Norte;Ilhabela;arrasto-duplo;Pescada-cambucu;2,40;1,00;1,00;R$ 43,20
Litoral Norte;Ilhabela;arrasto-duplo;Pescadas agrupadas;233,00;10,00;2,00;R$ 2.330,00
Litoral Norte;Ilhabela;arrasto-duplo;Polvo;276,70;13,00;3,00;R$ 8.169,50
Litoral Norte;Ilhabela;arrasto-duplo;Porco;777,00;10,00;1,00;R$ 6.216,00
Litoral Norte;Ilhabela;arrasto-duplo;Prejereba;13,00;1,00;1,00;R$ 325,00
Litoral Norte;Ilhabela;arrasto-duplo;Robalo-flecha;6,00;1,00;1,00;R$ 270,00
Litoral Norte;Ilhabela;arrasto-duplo;Siri-azul;14,00;1,00;1,00;R$ 112,00
Litoral Norte;Ilhabela;arrasto-duplo;Siris agrupados;394,00;11,00;2,00;R$ 1.308,00
Litoral Norte;Ilhabela;arrasto-duplo;Tortinha;606,00;44,00;6,00;R$ 6.485,00
Litoral Norte;Ilhabela;arrasto-duplo;Trilha;566,00;8,00;1,00;R$ 2.830,00
Litoral Norte;Ilhabela;arrasto-duplo;Vermelho-henrique;6,70;2,00;2,00;R$ 159,00
Litoral Norte;Ilhabela;arrasto-simples;Camarão-sete-barbas;30,00;1,00;1,00;R$ 300,00
Litoral Norte;Ilhabela;cerco;Carapau;379,00;1,00;1,00;R$ 4.548,00
Litoral Norte;Ilhabela;cerco;Espada;5230,00;3,00;3,00;R$ 20.920,00
Litoral Norte;Ilhabela;cerco;Galo;6500,00;2,00;2,00;R$ 19.500,00
Litoral Norte;Ilhabela;cerco;Sardinha-bandeira;5820,00;2,00;2,00;R$ 11.640,00
Litoral Norte;Ilhabela;cerco;Sororoca;241,00;3,00;2,00;R$ 3.745,00
Litoral Norte;Ilhabela;cerco;Tainha;8537,00;4,00;3,00;R$ 82.870,00
Litoral Norte;Ilhabela;cerco;Vermelho-henrique;9,50;2,00;2,00;R$ 285,00
